,Name,Area,GlobalID,geometry,Access,Stage
55,Escola Básica da Alta de Lisboa,Santa Clara,c6913aa0-26f9-4367-ad95-ffbcf484cf66,POINT (-9.1499699145424 38.7827060318613),Public,First
56,Escola Básica Viscondessa dos Olivais,Olivais,19e93156-dea8-455d-9beb-74801fd22be9,POINT (-9.10618144196747 38.7697829273775),Public,First
57,Escola Básica Paulino Montez,Olivais,bfe8a69a-e1aa-4b07-99c0-378c2fdd4720,POINT (-9.11844432032362 38.7743938639179),Public,First
58,Escola Básica de Santa Maria dos Olivais,Olivais,1e493e89-44d8-49f7-976b-25bcdc1c4da0,POINT (-9.11639101146085 38.7763035061294),Public,First
59,Escola Básica do Lumiar,Lumiar,c5a18983-0c6d-4557-96f9-674e1097ce6b,POINT (-9.16825774334278 38.7673481401389),Public,First
60,Jardim de Infância de Telheiras,Lumiar,09dbf06b-c25e-4ab6-a059-873c8ec1d5eb,POINT (-9.17041508399342 38.7601509692613),Public,First
61,Escola Básica da Luz/Carnide,Carnide,3b894bbb-a05e-4784-8a60-174c70a64c52,POINT (-9.18658728620504 38.7593560715372),Public,First
62,Escola Básica D. Luís da Cunha,Alvalade,e7eba2a9-cdc4-44b8-8e2b-b8afb4e8bcc2,POINT (-9.16730744434181 38.7561910180827),Public,First
63,Escola Básica de São Vicente/Telheiras ,Lumiar,64b9312b-83c3-43a0-b416-0926902614a9,POINT (-9.17362162589107 38.7594926987228),Public,First
64,Escola Básica Prista Monteiro,Carnide,d08cac12-96b8-4c93-9056-602ea6f223f2,POINT (-9.18209732814018 38.765972395256),Public,First
65,Jardim de Infância da Horta Nova,Carnide,450b044c-6514-440c-afa7-37d7ad3d6bd8,POINT (-9.18192024484465 38.7655455707195),Public,First
66,Escola Básica de Santa Clara,São Vicente,5129c9db-8636-41e0-9678-8c6365e93a25,POINT (-9.12533038352542 38.7151253343901),Public,First
67,Jardim de Infância de Belém,Belém,091ba577-6deb-49fb-b478-50eedd2e2935,POINT (-9.20429152179167 38.6992410916334),Public,First
68,Escola Básica Maria Barroso,Santa Maria Maior,4c91b84e-6748-498e-8d71-fa2282ff07c6,POINT (-9.13937934247054 38.7094681340088),Public,First
69,Jardim de Infância da Ameixoeira,Santa Clara,e258f338-e446-4b8e-8f20-0bc809bd7dde,POINT (-9.15895882511879 38.78071714369),Public,First
70,Jardim de Infância do Lumiar,Lumiar,628f9f1a-e25e-44dc-99f2-66097ad965cf,POINT (-9.16185565330509 38.7685134176058),Public,First
71,Escola Básica Professor José Salvado Sampaio,Benfica,08ad9917-b921-4a61-aafb-9c8abfdbdcd9,POINT (-9.2098065749094 38.7499880865529),Public,First
72,Escola Básica do Parque Silva Porto,Benfica,a4b6f7b8-e836-4c14-9512-64efacd26448,POINT (-9.20514427069021 38.7472533037233),Public,First
73,Escola Básica do Bairro de São Miguel,Alvalade,472a336c-34bc-45bc-8fef-fff252be8280,POINT (-9.14488722364118 38.7467023639056),Public,First
74,Escola Básica Santo António,Alvalade,d6e98ad5-dee1-43de-8600-531e6fb4645a,POINT (-9.14720636629289 38.7540729770689),Public,First
75,Escola Básica de Moinhos do Restelo,Belém,e4a48b8e-475c-4986-b00e-85e1a1fb8467,POINT (-9.20686826806514 38.7072835399369),Public,First
76,Escola Básica do Bairro do Restelo,Belém,fe4baed8-57a2-4dbb-a64e-f25198fc6897,POINT (-9.21775658689447 38.7014305796765),Public,First
77,Escola Básica Professor Manuel Sérgio,Ajuda,4903371d-18ad-4289-a8a9-5eaf0d6572e6,POINT (-9.20169760622567 38.7128248591273),Public,First
78,Escola Básica de Caselas,Belém,9b0c318e-edb7-4106-a0f9-123c4c34b402,POINT (-9.2139893210878 38.7145170326948),Public,First
79,Escola Básica Alice Vieira,Olivais,9de12364-82d7-4b35-8c27-33d268513600,POINT (-9.11366635212619 38.7606564977357),Public,First
80,Escola Básica Sarah Afonso,Olivais,351ad92d-67d2-4b71-a55f-8e4436e3f27f,POINT (-9.1088286840993 38.7592329420447),Public,First
81,Escola Básica Manuel Teixeira Gomes,Marvila,ef721ce6-298f-46e1-af17-901d39535331,POINT (-9.11134251508333 38.7533788703132),Public,First
0,Escola Básica de São João de Brito,Alvalade,37f1d9e2-e4a4-4781-9467-17024b0eeebc,POINT (-9.13752911855158 38.7560454034636),Public,Second
1,Escola Básica Professora Aida Vieira,Carnide,4627c94e-cc5e-40cb-bab4-83970991efb9,POINT (-9.19261340827231 38.7676799464446),Public,Second
2,Jardim de Infância do Bairro Padre Cruz,Carnide,1a55a00a-9474-4c57-9a2e-128788e3a5be,POINT (-9.189706899982 38.7688164305399),Public,Second
3,Escola Básica Gaivotas,Misericórdia,5c263eab-c028-4eb6-9f2e-a4afbf904eb9,POINT (-9.14517808575277 38.7105488065443),Public,Second
4,Escola Básica Padre Abel Varzim,Misericórdia,bec1da21-14b6-41e9-8434-757bde2ce853,POINT (-9.14548586908564 38.7138347291176),Public,Second
5,Escola Básica Luísa Ducla Soares,Santo António,0ad340f6-aee5-463c-b8f5-fc2c26c251b4,POINT (-9.14379266907125 38.7221275261581),Public,Second
6,Escola Básica de São José,Santo António,794e9819-98ee-47a7-8d62-efcdc04d2a7c,POINT (-9.14185940623264 38.7191934121605),Public,Second
7,Escola Básica Pedro de Santarém,Benfica,6279f840-84a6-45c0-a3ac-567dd49ecadc,POINT (-9.19467287345015 38.7488093488151),Public,Second
8,Escola Básica Jorge Barradas,Benfica,51dbed38-bad1-4e6a-8dc8-f0cc02f60623,POINT (-9.20358304445156 38.7557505495183),Public,Second
9,Escola Básica Arquitecto Gonçalo Ribeiro Telles,Benfica,543becbf-dcae-497e-8101-e085bfd84061,,Public,Second
10,Jardim de Infância N.º 1 de Benfica ,Benfica,9840598a-ad9d-4fd2-bd3d-c3d371916a31,POINT (-9.19691729072167 38.7475041931688),Public,Second
11,Escola Básica João dos Santos,Marvila,91f3a31e-0bbe-468b-a2b1-0648f05acfd3,POINT (-9.10723109473508 38.7451102664906),Public,Second
12,Escola Básica Professor Agostinho da Silva,Marvila,b7f9392b-5f77-4231-a51a-9f8d47f6db42,POINT (-9.10566170013273 38.7473888273904),Public,Second
13,Escola Básica N.º 195 de Lisboa,Marvila,a5877885-74f9-4c28-ad8a-b4a9310662de,POINT (-9.11730957480569 38.7535980577529),Public,Second
14,Escola Básica Luíza Neto Jorge,Marvila,efdff652-b1aa-45a8-ab8a-57f8492b8465,POINT (-9.12404067104371 38.7524166937556),Public,Second
15,Escola Básica de Lóios,Marvila,376257e6-3388-4854-8bc1-c758944f3d17,POINT (-9.12475814340053 38.758610029251),Public,Second
16,Jardim de Infância António José de Almeida,Areeiro,134a8b91-0931-4837-99df-98d04169285e,POINT (-9.14029726182106 38.7382879282864),Public,Second
17,Escola Básica Vasco da Gama,Parque das Nações,bcaa7299-0758-402c-b95a-cc16451d7c74,POINT (-9.09352161872208 38.7781216742604),Public,Second
18,Escola Básica do Parque das Nações,Parque das Nações,58981734-95ac-4eca-b5bf-311bd9bd6836,POINT (-9.09742105019219 38.7546626005157),Public,Second
19,Escola Básica Padre José Manuel Rocha e Melo,Lumiar,496511b7-44f0-42a2-a8e4-c65dddf732aa,POINT (-9.14977745717233 38.7748402512684),Public,Second
20,Escola Básica Dr. Nuno Cordeiro Ferreira,Lumiar,a86f9b0a-69ad-4ea1-9d2c-b80d6c38eab1,POINT (-9.15534041526895 38.7756333797672),Public,Second
21,Escola Básica Maria da Luz de Deus Ramos,Santa Clara,7882c28d-344c-43b4-b063-50e5a700485c,POINT (-9.15055128159443 38.7909685616028),Public,Second
22,Escola Básica Pintora Maluda,Santa Clara,ffff27a5-41e1-40b1-9740-4a32794c6066,POINT (-9.15194317412923 38.7907351971653),Public,Second
23,Escola Básica Teixeira de Pascoais,Alvalade,1bebd897-a415-4906-936c-5eb48b8abd54,POINT (-9.13603560027278 38.7472193629945),Public,Second
24,Escola Básica Infante D. Henrique,Parque das Nações,a2a1eeb6-6991-4e9e-ac6f-431658326d56,POINT (-9.10238288102009 38.7715635031397),Public,Second
25,Escola Básica Arco-Íris,Olivais,1d73920e-9cca-440a-b8be-4e7641c0120e,POINT (-9.12127168008778 38.764158613354),Public,Second
26,Escola Básica Adriano Correia de Oliveira,Olivais,2ebc10fb-ab8c-4e00-9d93-f9df6bd0a619,POINT (-9.12166279964479 38.7674683511972),Public,Second
27,Escola Básica Homero Serpa,Ajuda,3e3d5af0-7b6d-4d4b-9aab-db1086561b0e,POINT (-9.19267394545787 38.7095565517424),Public,Second
28,Jardim de Infância  Alexandre Rodrigues Ferreira,Ajuda,7b3a201b-fc6d-47ff-a54a-619ac9e04be2,POINT (-9.19749234819284 38.7042702801635),Public,Second
29,Escola Básica Raúl Lino,Alcântara,45b39af1-bce9-451a-86bb-ecb72de6162f,POINT (-9.18004769767977 38.7066791096939),Public,Second
30,Escola Básica de Santo Amaro,Alcântara,92dc1d98-de9a-4b9e-9a72-c58c12009a11,POINT (-9.18535787303158 38.7036889650246),Public,Second
31,Escola Básica do Castelo,Santa Maria Maior,7a63f8e3-b98e-4f45-b17c-c4ad9e9ccb39,POINT (-9.13281926501618 38.7132210156893),Public,Second
32,Escola Básica Engenheiro Duarte Pacheco,Beato,03efacef-70ad-4d42-8a6e-c0117e01e23c,POINT (-9.12073685331583 38.7351291551251),Public,Second
33,Escola Básica Actor Vale,Penha de França,5c295daf-e59b-49ae-a227-850fa32b03f8,POINT (-9.13013711467873 38.7352714508015),Public,Second
34,Escola Básica do Bairro do Armador,Marvila,482006ce-2bd8-49b6-820f-fc093dbf9b66,POINT (-9.1206568524002 38.7446038306865),Public,Second
35,Escola Básica Rainha Santa Isabel,Campo de Ourique,f1274516-5d4f-4a16-a953-4dc0251451d8,POINT (-9.1555767618125 38.716883406964),Public,Second
36,Escola Básica Engenheiro Ressano Garcia,Campo de Ourique,4631f8d1-e135-49f0-b5cf-6ce1f9370e50,POINT (-9.16562056983248 38.7137358844673),Public,Second
37,Escola Básica Professor Oliveira Marques,Penha de França,abe44853-67f4-4114-9de9-f836da7dc154,POINT (-9.11648283070746 38.7218908709401),Public,Second
38,Escola Básica Rosa Lobato Faria,São Vicente,0d30e193-c364-4b1c-a119-b51a1b7d4f2c,POINT (-9.12020321983801 38.7204671725733),Public,Second
39,Escola Básica Frei Luis de Sousa,São Domingos de Benfica,695f2d25-d089-429a-8913-0e5fb11d8d34,POINT (-9.17193672473235 38.7409263473436),Public,Second
40,Escola Básica António Nobre,São Domingos de Benfica,3b0a0e0f-129a-488e-a82a-e5621fed051c,POINT (-9.17798492794034 38.7460095508708),Public,Second
41,Escola Básica de Laranjeiras,São Domingos de Benfica,a4ebcaaf-4d99-4f57-b072-50cccca46d48,POINT (-9.17355782052701 38.7553685486147),Public,Second
42,Escola Básica do Condado,Marvila,f5387a33-ace2-4f1f-9ae6-e1d28ba981c4,POINT (-9.1117396428509 38.7450323805168),Public,Second
43,Escola Básica do Beato,Beato,e1f9c83a-dcbf-4c39-beb5-e0c8f8dd0dc7,POINT (-9.10691011524315 38.7320472635217),Public,Second
44,Escola Básica do Bairro Madre de Deus,Beato,ee547886-7114-432e-a0ec-111870c0964b,POINT (-9.11501162467813 38.7333954944145),Public,Second
45,Escola Básica de Santo Condestável,Campo de Ourique,a2e601ff-ed17-4be6-a577-8be315c043b6,POINT (-9.1676672925982 38.7199884173376),Public,Second
46,Escola Básica Fernanda de Castro,Estrela,5ccdf8c4-0936-4caa-a9d8-1380532c414e,POINT (-9.17114905393992 38.70923394331),Public,Second
47,Escola Básica de Vale de Alcântara,Campo de Ourique,74f8db45-4382-4de1-81d5-f7bd62d027f2,,Public,Second
48,Escola Básica Manuel da Maia,Campo de Ourique,eff394e5-aff5-45cb-92a4-31f11cefa90c,POINT (-9.17024807709183 38.7178674438094),Public,Second
49,Escola Básica Mestre Querubim Lapa,Campolide,7bbda568-3ca7-453b-8f89-b65be07a8fde,POINT (-9.16231889540637 38.7327470208806),Public,Second
50,Escola Básica Mestre Arnaldo Louro de Almeida,Avenidas Novas,6a79086a-a2e8-4f03-a300-626cc0b040e2,POINT (-9.15605384703805 38.7453311827895),Public,Second
51,Escola Básica N.º 1 de Lisboa,Arroios,774dcd28-0b69-4b96-8c73-537553f5917f,POINT (-9.13826470227522 38.7202753924606),Public,Second
52,Escola Básica Sampaio Garrido,Arroios,df1c25b5-48fe-4d86-9096-bc647a07e68f,POINT (-9.13210438963445 38.7261123591569),Public,Second
53,Escola Básica Arquitecto Victor Palla,Penha de França,bcfad435-930f-45a0-b461-17f19b496316,POINT (-9.12499503560416 38.7266175892799),Public,Second
54,Escola Básica Pintor Almada Negreiros ,Santa Clara,5092700d-3a77-4d04-b760-b147e874bf55,POINT (-9.14430871202998 38.7777564917861),Public,Second
55,Escola Básica da Alta de Lisboa,Santa Clara,c6913aa0-26f9-4367-ad95-ffbcf484cf66,POINT (-9.1499699145424 38.7827060318613),Public,Second
56,Escola Básica Viscondessa dos Olivais,Olivais,19e93156-dea8-455d-9beb-74801fd22be9,POINT (-9.10618144196747 38.7697829273775),Public,Second
57,Escola Básica Paulino Montez,Olivais,bfe8a69a-e1aa-4b07-99c0-378c2fdd4720,POINT (-9.11844432032362 38.7743938639179),Public,Second
58,Escola Básica de Santa Maria dos Olivais,Olivais,1e493e89-44d8-49f7-976b-25bcdc1c4da0,POINT (-9.11639101146085 38.7763035061294),Public,Second
59,Escola Básica do Lumiar,Lumiar,c5a18983-0c6d-4557-96f9-674e1097ce6b,POINT (-9.16825774334278 38.7673481401389),Public,Second
60,Jardim de Infância de Telheiras,Lumiar,09dbf06b-c25e-4ab6-a059-873c8ec1d5eb,POINT (-9.17041508399342 38.7601509692613),Public,Second
61,Escola Básica da Luz/Carnide,Carnide,3b894bbb-a05e-4784-8a60-174c70a64c52,POINT (-9.18658728620504 38.7593560715372),Public,Second
62,Escola Básica D. Luís da Cunha,Alvalade,e7eba2a9-cdc4-44b8-8e2b-b8afb4e8bcc2,POINT (-9.16730744434181 38.7561910180827),Public,Second
63,Escola Básica de São Vicente/Telheiras ,Lumiar,64b9312b-83c3-43a0-b416-0926902614a9,POINT (-9.17362162589107 38.7594926987228),Public,Second
64,Escola Básica Prista Monteiro,Carnide,d08cac12-96b8-4c93-9056-602ea6f223f2,POINT (-9.18209732814018 38.765972395256),Public,Second
65,Jardim de Infância da Horta Nova,Carnide,450b044c-6514-440c-afa7-37d7ad3d6bd8,POINT (-9.18192024484465 38.7655455707195),Public,Second
66,Escola Básica de Santa Clara,São Vicente,5129c9db-8636-41e0-9678-8c6365e93a25,POINT (-9.12533038352542 38.7151253343901),Public,Second
67,Jardim de Infância de Belém,Belém,091ba577-6deb-49fb-b478-50eedd2e2935,POINT (-9.20429152179167 38.6992410916334),Public,Second
68,Escola Básica Maria Barroso,Santa Maria Maior,4c91b84e-6748-498e-8d71-fa2282ff07c6,POINT (-9.13937934247054 38.7094681340088),Public,Second
69,Jardim de Infância da Ameixoeira,Santa Clara,e258f338-e446-4b8e-8f20-0bc809bd7dde,POINT (-9.15895882511879 38.78071714369),Public,Second
70,Jardim de Infância do Lumiar,Lumiar,628f9f1a-e25e-44dc-99f2-66097ad965cf,POINT (-9.16185565330509 38.7685134176058),Public,Second
71,Escola Básica Professor José Salvado Sampaio,Benfica,08ad9917-b921-4a61-aafb-9c8abfdbdcd9,POINT (-9.2098065749094 38.7499880865529),Public,Second
72,Escola Básica do Parque Silva Porto,Benfica,a4b6f7b8-e836-4c14-9512-64efacd26448,POINT (-9.20514427069021 38.7472533037233),Public,Second
73,Escola Básica do Bairro de São Miguel,Alvalade,472a336c-34bc-45bc-8fef-fff252be8280,POINT (-9.14488722364118 38.7467023639056),Public,Second
74,Escola Básica Santo António,Alvalade,d6e98ad5-dee1-43de-8600-531e6fb4645a,POINT (-9.14720636629289 38.7540729770689),Public,Second
75,Escola Básica de Moinhos do Restelo,Belém,e4a48b8e-475c-4986-b00e-85e1a1fb8467,POINT (-9.20686826806514 38.7072835399369),Public,Second
76,Escola Básica do Bairro do Restelo,Belém,fe4baed8-57a2-4dbb-a64e-f25198fc6897,POINT (-9.21775658689447 38.7014305796765),Public,Second
77,Escola Básica Professor Manuel Sérgio,Ajuda,4903371d-18ad-4289-a8a9-5eaf0d6572e6,POINT (-9.20169760622567 38.7128248591273),Public,Second
78,Escola Básica de Caselas,Belém,9b0c318e-edb7-4106-a0f9-123c4c34b402,POINT (-9.2139893210878 38.7145170326948),Public,Second
79,Escola Básica Alice Vieira,Olivais,9de12364-82d7-4b35-8c27-33d268513600,POINT (-9.11366635212619 38.7606564977357),Public,Second
80,Escola Básica Sarah Afonso,Olivais,351ad92d-67d2-4b71-a55f-8e4436e3f27f,POINT (-9.1088286840993 38.7592329420447),Public,Second
81,Escola Básica Manuel Teixeira Gomes,Marvila,ef721ce6-298f-46e1-af17-901d39535331,POINT (-9.11134251508333 38.7533788703132),Public,Second
0,Colégio do Bom Sucesso,Belém,15cf71ac-1d1e-46d7-a0e7-7f09140d06c2,POINT (-9.21105689438628 38.6955782682932),Private,Second
1,Externato Alfredo Binet,Belém,d693914b-1dc3-42a8-9a06-379bfaf954e2,POINT (-9.21648434759652 38.6955752152856),Private,Second
2,"Cooperativa ""A Torre""",Belém,91d9dfd8-af85-4f8e-a585-a102fea77d2f,POINT (-9.21772663433867 38.696308410493),Private,Second
3,"Externato ""A Escolinha""",Belém,87fd77ee-86ab-45eb-b364-d647ff140be3,POINT (-9.22490182183578 38.6973174716166),Private,Second
4,"Externato ""Santa Maria de Belém""",Belém,a78b3476-9d5d-426d-b473-3d609519ec20,POINT (-9.218970594513 38.6976975852239),Private,Second
5,"Escola ""São Francisco Xavier""",Belém,96a77035-5be9-4d8c-80d0-075ccc126548,POINT (-9.21938005638312 38.697819813694),Private,Second
6,Escola Raiz,Belém,d792a5b6-82cf-4d1a-a4b1-6b012eead4e3,POINT (-9.21379716239845 38.6990922093854),Private,Second
7,"Centro de Pedagogia Terapêutica ""Bola de Neve""",Belém,27ad6b4f-4978-4408-aa87-059f8864f6f9,POINT (-9.2207410340553 38.699457349921),Private,Second
8,Colégio As Descobertas,Belém,ac529506-bf1e-4579-a104-c4b04a487166,POINT (-9.2225915468047 38.7001244038859),Private,Second
9,"Colégio ""Mira Rio""",Lumiar,3b53363a-8db2-4289-8a79-6a672981d15f,POINT (-9.16432091560347 38.7594394592301),Private,Second
10,Externato da Sociedade Promotora da Educação Popular,Alcântara,7e6316d6-e83a-43bd-adf6-a4de4d574be9,POINT (-9.17703353698559 38.7046299940868),Private,Second
11,"Escola ""Avé-Maria""",Alcântara,1f2173df-df8f-4c3e-88c0-92e897aaee6b,POINT (-9.18062868177943 38.7052103369228),Private,Second
12,"Escola Privativa n.º 6 de ""A Voz do Operário""",Ajuda,57065663-f436-4b64-824b-942416907d2f,POINT (-9.19908825041509 38.7055132437124),Private,Second
13,Escola Primária Centro Cultural e Recreativo para Crianças Cruzeiro e Rio Seco,Ajuda,26fc41ee-f396-48c3-beed-a8d494035440,POINT (-9.18998860761286 38.7070008552915),Private,Second
14,"Externato ""As Descobertas""",Belém,42003da1-290c-4a09-be28-b478c536fd41,POINT (-9.2070436931536 38.7078784830323),Private,Second
15,"Externato Paroquial ""Nossa Senhora da Conceição""",Santa Maria Maior,cc53a67c-684d-4765-837b-e55331e42cae,POINT (-9.13979782912466 38.7087128486912),Private,Second
16,PaRK International School - Restelo,Belém,ce8d9374-1954-48c1-8a0a-726caec3e236,POINT (-9.21604825844983 38.7083192525838),Private,Second
17,Colégio de Santa Maria,Estrela,3a8f02da-17e3-4ada-8a56-54b1935492b0,POINT (-9.15918740962485 38.7093089069013),Private,Second
18,Externato de São José,Belém,aa98c777-8e61-4be3-8f5a-4f480946a556,POINT (-9.21602949811176 38.7101209752386),Private,Second
19,"Externato ""O Lar da Criança""",Estrela,66a9e605-6670-4863-abb2-a30d1ab040c4,POINT (-9.15693113098338 38.7113205303154),Private,Second
20,"Colégio ""O Nosso Jardim""",Estrela,4af9d5a4-d8ac-42e4-b41c-331e46a3fcc1,POINT (-9.15891568050971 38.711816563545),Private,Second
21,APPDA - Associação Portuguesa para as Perturbações do Desenvolvimento e Autismo,Ajuda,40c4c8e4-09e5-48b4-8bd7-15bc43f0275c,POINT (-9.20267899494971 38.7119783486038),Private,Second
22,Colégio Helen Keller,Belém,aafdf128-c1ca-47fd-956c-06c3920bc665,POINT (-9.21182430811985 38.7129825135033),Private,Second
23,Salesianos de Lisboa - Colégio Oficinas de São José,Campo de Ourique,7ead6e97-6ba7-4ac9-b198-fdf5a6d6cf8d,POINT (-9.16889700394904 38.7139666883881),Private,Second
24,Colégio Luso-Suiço,Campo de Ourique,36eba2aa-565d-468a-8a53-c41df270df57,POINT (-9.15499406448485 38.7149586180133),Private,Second
25,Escola Privativa n.º 1 de A Voz do Operário,São Vicente,7df04443-2945-45ad-9ac1-54b100dbb6ef,POINT (-9.12916825879552 38.7155960991548),Private,Second
26,Jardim Escola João de Deus Lisboa/Estrela,Campo de Ourique,c16e96e5-eedc-4f2a-994d-52cb816678b2,POINT (-9.15814114474916 38.7156486115646),Private,Second
27,"Externato ""Rainha Dona Amélia""",Estrela,f08554a4-b587-4792-9683-bc9d016662e3,POINT (-9.16104015428629 38.715653212416),Private,Second
28,"Escola ""Pedro Nunes""",Campo de Ourique,e3e702b4-8c0b-4ca7-b53d-d3e9cb971164,POINT (-9.16339260598714 38.7158056248644),Private,Second
29,Escola do Grémio de Instrução Liberal de Campo de Ourique,Campo de Ourique,72cfbf98-2563-4256-8395-7e725e61619a,POINT (-9.16161412224132 38.7178038706705),Private,Second
30,Externato Primário da Associação Pró-Infância Santo António de Lisboa,Arroios,0157867d-c932-4880-aaa4-bda03882f97e,POINT (-9.13501037313714 38.7238646491303),Private,Second
31,Externato do Parque,Campolide,a94cf33b-47a4-4865-9b31-072120cf4ac5,POINT (-9.15730349378222 38.7253063272957),Private,Second
32,"Externato Infantil e Primário ""Passos Manuel""",Arroios,7c7d179f-4184-43e6-97e9-1e168b7e71ee,POINT (-9.13660352427331 38.7278214741809),Private,Second
33,"Externato ""Mãe de Deus""",Penha de França,863e3726-d495-453e-86c9-057c8b841b6e,POINT (-9.13111983664164 38.7286432119348),Private,Second
34,Escola Selecta Prof. Doutor Amadeu Andrés,Arroios,7bcb97c1-3bcf-4a82-8dfe-e26324bb1b7e,POINT (-9.13390219330257 38.7290284033735),Private,Second
35,Externato de Nossa Senhora da Penha de França,Penha de França,0b73f456-839c-4854-89b3-7872258233fd,POINT (-9.1298257484022 38.7300780603062),Private,Second
36,"Colégio ""Sá de Miranda""",Arroios,814326c0-3b8e-4cc5-bc7b-7110346f1597,POINT (-9.13899704492549 38.7304999397276),Private,Second
37,Externato de Educação Popular,Campolide,6c6922d9-6162-4e4c-a899-aacdc40eac81,POINT (-9.17225851609153 38.7304798148992),Private,Second
38,"Externato ""Santa Francisca""",Penha de França,90baf3fd-d53e-4973-99ae-fcd67317457e,POINT (-9.12759107312468 38.7325850822526),Private,Second
39,Colégio de Talentos,Arroios,465f8f5f-2b0a-4622-ad0c-b1a35a7b455e,POINT (-9.14024595145005 38.7330119050459),Private,Second
40,Colégio do Sagrado Coração de Maria,Arroios,3ef96695-10b2-4e6e-96fe-d3ce0953b546,POINT (-9.13660546975198 38.735178427426),Private,Second
41,Colégio Académico,Avenidas Novas,f28bc20e-554d-4ff3-ae66-13f6dcee61bc,POINT (-9.14559540599986 38.7352953146901),Private,Second
42,"Externato ""A Ritinha""",Avenidas Novas,28c05ce7-08ff-437b-b223-978c6617414a,POINT (-9.15533600901612 38.7357005154863),Private,Second
43,Nova Escola João de Deus Ramos,Avenidas Novas,80b7100d-1b12-4c98-8f22-2cd7781db3eb,POINT (-9.14804186380758 38.7357811817603),Private,Second
44,"Externato ""Nobel""",Areeiro,d6831694-1413-485e-a5dd-0955634b345c,POINT (-9.13562631207768 38.7375288675353),Private,Second
45,"Externato ""Infante D. Pedro""",Avenidas Novas,e626f05e-a7d2-483a-87d9-8aaa00075511,POINT (-9.14638240565185 38.7385259350235),Private,Second
46,PaRK International School - Praça de Espanha,São Domingos de Benfica,fe391922-7177-41b6-8ee5-99a2e3a119c7,POINT (-9.16185058973694 38.7384911479118),Private,Second
47,"Externato ""Anita""",Avenidas Novas,016ab05c-d7b2-43b8-90cc-4d67326a05e7,POINT (-9.15617110629818 38.7394134059345),Private,Second
48,Colégio de São Tomás - Sete Rios,São Domingos de Benfica,2a60f682-c43f-475a-aa8d-de9200a1b355,POINT (-9.16551319831584 38.7400759172176),Private,Second
49,"Externato Infantil e Primário ""O Beiral""",Benfica,96605bc6-9a7a-4b35-8a06-fd22765cf788,POINT (-9.19668748711501 38.7424022203829),Private,Second
50,Nuclisol Jean Piaget - Unidade De Desenvolvimento Integrado Bairro Do Condado,Marvila,e547bb03-0492-40c0-ae1f-aa4af1665dfb,POINT (-9.11310821144323 38.7447475563973),Private,Second
51,CEBE - Cooperativa de Ensino de Benfica,São Domingos de Benfica,b6d2736d-9182-4045-ac53-b7f49fd8b6a0,POINT (-9.18070718110137 38.7452250792295),Private,Second
52,Externato Fernão Mendes Pinto,São Domingos de Benfica,b20a2693-68c1-46aa-9296-6c2d63f5e4e6,POINT (-9.18092789470152 38.7453191205799),Private,Second
53,"Externato ""O Barquinho""",Alvalade,26cf6562-acad-4115-b35c-e23370dc08d0,POINT (-9.13359387139789 38.7476393820053),Private,Second
54,Colégio Eduardo Claparede,Alvalade,9be37524-e19a-4a75-9573-e6c8466231e0,POINT (-9.14368532070098 38.7476701838694),Private,Second
55,Associação Infante de Sagres,São Domingos de Benfica,f432c58f-3664-4070-ae72-7c14d792d600,POINT (-9.16535818841266 38.747766262347),Private,Second
56,Externato Marista de Lisboa,São Domingos de Benfica,2f143bc8-4e5b-4ec3-8db7-c63d880e458d,POINT (-9.18164424325018 38.7477232013571),Private,Second
57,Associação Creche Ester Janz,Marvila,c22610d4-e8f0-4490-9da4-7e30e580a86b,POINT (-9.10339156854669 38.7502302543047),Private,Second
58,"Externato ""Grão Vasco""",Benfica,f2d1e83d-fa49-4c59-85f4-bd64fd61cefa,POINT (-9.20335769927784 38.7499618429804),Private,Second
59,"Externato ""São Cristóvão""",Benfica,4b4c80cc-0511-40ff-afd5-40a2a21d266c,POINT (-9.20359796746516 38.7506442260604),Private,Second
60,Colégio Cesário Verde,Marvila,259c5a26-810a-41fa-945b-9997d14bd336,POINT (-9.10317998400444 38.7520727882507),Private,Second
61,Colégio Saint Daniel Brottier,Alvalade,f1e54bcd-27be-4c9b-b320-d9b9adac3465,POINT (-9.13097601508296 38.7525682004221),Private,Second
62,Colégio Moderno,Alvalade,6c4f790f-eb27-4781-8469-621ea5443218,POINT (-9.15364624965256 38.7527039087666),Private,Second
63,"Externato ""Os Fofinhos"" ",Alvalade,89bdbf3f-60dc-4882-828b-30ab9781eac4,POINT (-9.13403640411103 38.7529638150919),Private,Second
64,"Jardim Infantil ""Pestalozzi""",Alvalade,a99dea8a-a247-4934-84db-4d62f716dd06,POINT (-9.15405434677923 38.753087672088),Private,Second
65,Externato Luso Britânico,Alvalade,74e48f28-a0f2-4a25-9391-8dbe3718d490,POINT (-9.13641974018354 38.753934200639),Private,Second
66,Colégio Valsassina,Marvila,67276ce5-14e4-469a-b3a1-dda63e052675,POINT (-9.12614486333781 38.7558990122078),Private,Second
67,Jardim Escola João de Deus Lisboa/Alvalade,Alvalade,924c2d78-d370-4b01-b3e7-26157e1aac66,POINT (-9.13646179320678 38.7558877162823),Private,Second
68,Externato das Pedralvas,Benfica,00c352d2-9ea1-464f-b6b1-b06555523c32,POINT (-9.20520539528866 38.7558179128935),Private,Second
