,OBJECTID,COD_SIG,INF_NOME,INF_MORADA,INF_TELEFONE,INF_EMAIL,INF_SITE,INF_ACTIVO,INF_DESCRICAO,FREGUESIA,GlobalID,geometry
30,42,1893,Colégio Saint Daniel Brottier - Secção I,"Avenida Almirante Gago Coutinho, 80;",+351 218 40 9025,geral@csdbrottier.pt,https://csdbrottier.pt/,1,,Alvalade,ce8903c1-9702-446f-a024-41d2aefd082c,POINT (-9.13033640586236 38.7514020567179)
31,43,1894,Colégio Cesário Verde,"Avenida Infante Dom Henrique, Lote 309",+351 219 457 590,ext.cesarioverde@escolas.min-edu.pt,http://www.cesariverde-ensino.pt/,1,,Marvila,948b8ca7-773a-4286-a239-f3b329f5f1e0,POINT (-9.10317998400444 38.7520727882507)
32,44,1895,Colégio Moderno,"Rua Dr. João Soares, 19 e 22",+351 217 991 840,cl.moderno@escolas.min-edu.pt,http://www.colegiomoderno.pt,1,,Alvalade,3dc03cde-25ea-4281-b6fa-0d3e980371bc,POINT (-9.15364624965256 38.7527039087666)
33,45,1896,Colégio Valsassina,Avenida Avelino Teixeira da Mota - Quinta das Teresinhas,+351 218 310 900,cl.valsassina@escolas.min-edu.pt,http://www.cvalsassina.pt,1,,Marvila,d7325477-1213-4a95-b5ec-a750e41c0720,POINT (-9.12614486333781 38.7558990122078)
34,46,1897,Externato Séneca,"Avenida do Brasil, 56-56A;",213140092,ext.coencu@escolas.min-edu.pt,http://www.externatoseneca.com,1,,Alvalade,2f973a1b-67e2-4222-be08-33dac17841cf,POINT (-9.14723839030014 38.7559853915306)
35,49,1900,Externato João XXIII,"Rua Corsário das Ilhas, Lote 3 27.02
",218510363,ebm.n3010.joaoxxiii@escolas.min-edu.pt,https://externatojoao23.edu.pt,1,,Parque das Nações,4ef17604-a7a8-43a7-98c1-db3f0d88eab4,POINT (-9.0980948638746 38.7590796096168)
36,52,1903,Escola Alemã de Lisboa,"Largo Willy Brandt, 2-2A (Portaria);",+351 217 510 260,secretariaalunos@dslissabon.com,https://dslissabon.com/,1,,Lumiar,d893058b-ac71-43f5-b9a2-5841ad1d91a7,POINT (-9.16333610590941 38.7589775774406)
37,53,1904,Externato Liceal das Casas de São Vicente de Paulo,"Avenida Marechal Craveiro Lopes, 10 (Colégio);",217521430,ext.lcsvicentepaulo@escolas.min-edu.pt,www.externatoasvp.pt,1,,Alvalade,98678133-97fb-4df2-bfaf-6dcda51ea70b,POINT (-9.15168687080768 38.7597804667984)
38,54,1905,Colégio de Santa Doroteia,"Avenida Marechal Craveiro Lopes, 1

",+351 217 570 311,cl.stadoroteia@escolas.min-edu.pt,www.csdoroteia.edu.pt,1,,Lumiar,9764c7f8-0361-412b-91d0-3d7bca5fd085,POINT (-9.15380651810128 38.7610441092646)
39,55,1906,Externato da Luz,"Largo da Luz, 11",+351 217 140 769,ext.luz@escolas.min-edu.pt,http://odin.depgef.min-edu.pt/es/extluz/,1,,Carnide,a5bc50b7-1c88-432f-9083-900809f02cf3,POINT (-9.18181292339607 38.762818068524)
40,56,1907,Colégio Planalto,"Rua Armindo Rodrigues, 28",+351 217 541 530,ext.planalto@escolas.min-edu.pt,HTTP://www.colegioplanalto.pt/,1,,Lumiar,4ab62685-16ed-4bfb-a8df-6917bc044876,POINT (-9.16667391842211 38.7673537800608)
41,59,1910,Colégio de São Tomás - Quinta das Conchas,"Avenida Maria Helena Vieira da Silva, 39 - Quinta das Conchas",+351 210 437 000,cl.stomaslumiar@escolas.min-edu.pt,http://www.colegiodestomas.com,1,,Lumiar,4353dcc0-2e78-41f9-ae48-88090379b134,POINT (-9.15006211889743 38.7677203122349)
42,64,1915,Real Colégio de Portugal,"Rua Direita ao Paço do Lumiar, 9
",217571957,realclportugal@escolas.min-edu.pt,https://www.realcolegio.pt/,1,,Lumiar,87800024-5eb4-48bd-8f7e-d5e9bf667adb,POINT (-9.17206605535029 38.7730477946972)
43,65,1916,Colégio Manuel Bernardes,"Quinta dos Azulejos, Paço do Lumiar",+351 217 570 501,cl.manuelbernardes@escolas.min-edu.pt,http://www.cmb.pt,1,,Lumiar,b57e7365-c651-4c16-a5a8-8a1e0c20d4bf,POINT (-9.17351183193399 38.7734462326611)
44,67,1918,Colégio São João de Brito,"Estrada da Torre, 28",217519067,cl.sjoaobrito@escolas.min-edu.pt,https://www.csjb.pt/,1,,Lumiar,c7aa6a43-a22d-44ab-a33d-80db2eb154f9,POINT (-9.15851576199721 38.7742068067419)
45,68,1919,"Externato ""Marcelino Champagnat""",Azinhaga da Vila Formosa - Aeroporto,+351 218 540 190,ext.mchampagnat@escolas.min-edu.pt,,1,,Olivais,57fafaf6-077f-406a-9b05-ebfc1bb21ec4,POINT (-9.12634945474069 38.7783908523838)
46,69,1920,Externato São Miguel Arcanjo,"Avenida Doutor Alfredo Bensaúde, Externato São Miguel Arcanjo;",218517834,ext.smiguelarcanjo@escolas.min-edu.pt,http://www.esma.pt/,1,,Olivais,5b6558b6-f90a-451f-897d-e407a53ab694,POINT (-9.11472955342635 38.7799422575035)
47,71,1922,Academia de Música de Santa Cecília,"Largo do Ministro, 9 - Ameixoeira",+351 217 594 031,acm.stacecilialisboa@escolas.min-edu.pt,http://www.ac-musica-st-cecilia.rcts.pt,1,,Santa Clara,750a6077-b23c-4adc-98d3-ae1dd1266b23,POINT (-9.15908558309924 38.7821812357211)
48,72,1923,Colégio Pedro Arrupe,"Passeio dos Heróis do Mar, 100 Parque das Nações
",+351 211 572 640,cl.pedroarrupe@escolas.min-edu.pt ,www.colegiopedroarrupe.pt/,1,,Parque das Nações,5230d97d-ae76-414e-a68e-8ee504216e2e,POINT (-9.0970281754942 38.7932749674204)
49,73,4559,Colégio Oriente,"Rua do Príncipe do Mónaco, 1",+351 218 933 160,cl.oriente@escolas.min-edu.pt,https://www.coriente.pt/,1,,Parque das Nações,5d2f37c5-6ca4-4c83-898c-7957ed79e5fc,POINT (-9.09691132192383 38.7856091602277)
50,322,4564,Jardim Escola João de Deus - Estrela,"Avenida Álvares Cabral, 69 (Escola)",213906510,estrela@escolasjoaodeus.pt,https://www.estrela.escolasjoaodeus.pt/,1,,Estrela,5f6b1d5e-82c2-4788-a838-a770da28f4fa,POINT (-9.15813621773884 38.7156567195129)
51,961,4761,"Escola ""Avé-Maria""","Rua dos Lusíadas 49, R/C",351 213 610 970,esc.avemaria@escolas.min-edu.pt,https://escola-avemaria.com/,1,,Alcântara,9a6c1417-db85-45fd-8cb6-9972db3f0b55,POINT (-9.18062720949324 38.7052126444195)
52,1281,4876,Redbridge School,"Rua Francisco Metrass, 97",210522550,info@redbridgeschool.com,https://redbridgeschool.com/,1,,Campo de Ourique,84d4969e-e2ce-4b40-b535-1f1f15224a42,POINT (-9.1665723383853 38.71910216159)
53,1282,4877,Escola Profissional de Estudos Técnicos,"Estrada de Benfica, 628",217609287,ep.pet@escolas.min-edu.pt,http://www.epet.pt,1,,Benfica,6cdfbb76-f15f-47bb-834b-c6b8989a4a17,POINT (-9.2002602211632 38.7507057117142)
54,1297,1897,Escola dos Mestres,"Rua do Centro Cultural, 17-17B",218471907,esc.mestres@escolas.min-edu.pt,https://escola-dos-mestres.com/,1,,Alvalade,73e2caea-573c-43c0-928f-31acdd705160,POINT (-9.14192134320233 38.7562352261068)
55,1298,4881,Escola Profissional Gustave Eiffel (Delegação do Lumiar),"Alameda das Linhas de Torres, 177-179",210100328,secretaria.lum@gustaveeiffel.pt,https://gustaveeiffel.pt/,1,,Lumiar,49e72a16-20f7-4848-908b-ef115fc37b04,POINT (-9.15906763225036 38.7689584971841)
56,1313,4879,Externato Marquês de Pombal,"Largo do Leão, 9",218154221,secretaria.emp@eep.ensinus.pt,https://www.externatomarquespombal.pt/ensino-basico/,1,,Arroios,4ffe99b9-419f-4d14-98f2-e31ae5014d4f,POINT (-9.13710249678465 38.7350243652286)
57,1314,4880,Escola Profissional de Comunicação e Imagem,"Rua de São Sebastião da Pedreira 37, R/C",213515770,geral@epci.pt,https://epci.pt/,1,,Avenidas Novas,0847c108-4423-4946-8d05-431be3217f24,POINT (-9.149400521652 38.7300544916251)
58,1315,4882,INETESE – Instituto para o Ensino e Formação,"Rua Actor Taborda, 37-37B",218802160,it.etscastelobranco@escolas.min-edu.pt,https://inetese.pt/,1,,Arroios,92ae04b5-6e31-4dec-a01c-070e45ffa6b9,POINT (-9.143635099252 38.7318076542758)
